index  ,sic3 ,yr ,ldsal ,lemp,ldnpt,ldrst ,ldrnd ,ldinv
332,274,83,3.918445,-0.5225609,1.075978,1.868726,-1.040704,-0.7230926
333,382,73,5.146751,0.6931472,3.293168,0.4380165,-0.8705547,1.539558
334,358,73,4.450781,0.3364722,3.041919,2.532194,1.003959,1.178846
335,349,73,7.801834,3.295837,6.801647,4.79149,2.788472,4.786561
335,349,78,7.520557,2.995732,6.766759,4.707083,2.691521,4.450574
335,349,88,7.134975,2.388763,5.951232,4.381624,2.450505,3.663636
336,357,78,1.314924,-1.136314,2.627045,2.520619,1.347008,3.11927
336,357,83,4.427428,0.4388999,4.373535,4.256368,3.357904,3.631706
336,357,88,6.777985,1.655749,5.370652,5.671807,4.734205,5.149895
337,286,73,5.970347,0.9062403,4.100652,3.43424,1.952573,0.5216846
337,286,78,5.740596,1.163151,3.875421,3.637862,1.802629,1.900993
337,286,83,5.450692,0.8754688,3.993495,3.593121,1.582301,1.100306
338,354,83,5.085593,0.8754688,4.993583,3.404615,1.52962,1.877031
339,354,78,5.383858,0.6931472,3.78886,2.050614,0.5591473,1.787771
340,395,78,4.694743,0.1823216,2.960801,-0.2319527,-2.082726,1.661492
340,395,88,5.423749,0.665262,3.206622,1.366437,0.281139,2.520736
341,361,73,5.652435,1.440309,4.097483,2.901244,1.424354,2.350548
341,361,78,6.248734,2.140066,4.410244,3.375185,1.944269,2.754896
342,202,73,4.472594,-0.4307829,3.104709,-0.4450563,-1.529016,0.4340035
342,202,78,4.554114,-0.5447272,2.900437,-0.2055734,-2.069654,0.9703265
343,221,78,3.501226,-0.356675,2.347672,0.3947742,-1.220502,0.0148151
344,260,78,8.280455,3.473146,7.840397,4.661922,2.789857,5.849733
344,260,83,8.040194,2.92665,7.890966,4.637962,2.627257,5.545384
345,381,73,4.928169,0.8104857,3.028322,1.729543,0.2082549,1.128757
345,381,78,5.32541,1.163151,3.08143,2.001285,0.6690896,2.092232
345,381,83,5.644459,1.280934,3.760656,2.367787,1.437278,2.059535
345,381,88,5.862145,1.335001,4.194683,3.141088,1.732211,2.261581
346,210,73,6.812432,1.638997,4.696796,2.221861,0.4233664,1.929469
346,210,78,6.879986,1.95586,4.839558,2.242496,0.4822237,3.094902
347,358,73,5.060465,0.80826,3.940835,2.439228,0.6413353,2.107276
348,351,73,7.561447,2.971235,6.316771,5.760748,4.205464,4.85172
348,351,78,7.839848,3.148368,6.515838,5.859598,3.847703,4.789803
348,351,83,7.447082,2.923968,6.842093,5.915318,4.228532,4.350534
348,351,88,8.079859,3.261935,7.038568,6.112528,4.526817,4.988379
349,339,73,6.293668,1.936869,5.404553,4.722499,2.076975,2.787215
349,339,78,6.148917,1.761472,5.037137,4.25755,0.8178281,2.882045
349,339,88,5.089371,0.6360476,5.086274,3.315661,0.8993363,3.007963
350,362,73,6.693944,2.660259,4.953342,4.751168,3.183784,3.010266
351,367,88,4.92989,0.1458304,4.158579,3.868982,3.482117,3.659062
352,367,88,3.372262,-0.5058381,0.5590598,1.082532,0.3371622,0.0622255
353,381,83,3.379602,-0.8843077,0.8698579,-1.05501,-2.679223,0.2795104
353,381,88,4.087587,-0.2970593,2.945104,1.145548,-0.3368587,1.626414
354,284,88,4.447249,-0.9364935,2.203044,-0.148769,-0.8065917,1.055884
355,366,88,5.831681,1.017402,4.674918,5.088137,3.772039,3.797782
356,384,88,4.058402,-0.1450258,1.839097,1.214712,0.0462565,0.8578039
357,344,73,5.466626,1.095273,3.33689,1.706229,0.1880523,2.041832
357,344,78,5.517084,1.398717,3.606268,2.010981,0.570331,2.385334
357,344,83,5.669389,1.335001,3.835496,2.470226,1.21627,1.838626
358,283,88,1.938959,-2.538307,1.679131,2.950377,1.235921,0.7815357
359,220,73,6.591204,2.995732,5.95927,2.634082,0.5853205,3.551584
359,220,78,6.578907,2.772589,5.914543,2.464796,0.5591473,3.463261
360,371,73,7.778636,3.173878,6.536764,4.899552,3.386309,5.032771
360,371,78,8.19743,3.446808,6.668444,5.157897,3.808482,5.188427
360,371,83,8.053731,3.540959,6.949906,5.474452,3.755244,4.387353
360,371,88,8.542663,3.676301,6.935251,5.634244,4.00865,5.391268
361,342,88,6.534515,1.88707,4.833073,2.78561,2.450505,2.833099
362,382,83,5.070243,0.6178847,4.528127,1.917802,1.075858,2.269069
362,382,88,4.943583,0.4054651,4.188519,2.872107,1.047404,1.287183
363,357,78,2.264773,0.2896801,2.290724,2.187535,0.8997614,1.707187
363,357,83,3.707779,0.301585,3.147584,2.923052,1.685232,1.661758
364,367,88,4.674343,0.2623642,3.221712,2.019423,0.1105644,2.273869
365,357,78,4.411387,2.38232,4.306764,4.856853,4.141859,3.846202
365,357,83,6.013559,2.698336,5.334285,5.906522,4.556325,4.305096
365,357,88,7.368253,2.735665,6.031482,6.483025,5.072586,4.542881
366,382,88,4.129683,-0.6713857,3.01266,3.57921,2.085822,1.254984
367,357,88,4.884201,-0.1278334,2.458874,3.302088,2.210978,1.377256
368,369,88,2.119752,-3.170086,-1.22826,0.8470038,-0.9708948,-0.9821272
369,357,78,2.710591,0.1292723,2.00269,2.545149,1.672644,1.6403
370,381,83,2.183994,-2.162823,0.0010168,0.5688929,-0.685304,-1.853656
370,381,88,2.961214,-1.714798,0.2176812,1.413569,0.3589911,0.1785857
371,357,78,-0.3173013,-2.688247,-1.145986,-0.8112664,-1.617668,-1.825147
371,357,83,1.691713,-1.838851,-0.2785681,0.2700185,-1.684152,-3.061968
371,357,88,3.532606,-1.007858,0.565159,0.6726782,-0.1276137,-0.0117418
372,357,78,3.560559,1.358152,4.286916,3.435323,2.950632,3.984996
372,357,83,5.585379,2.187623,5.231914,5.028659,3.97347,4.297334
372,357,88,5.951134,0.9906558,4.108943,5.352815,2.947384,2.949698
373,357,73,2.142298,1.136871,3.394558,3.807088,2.322339,2.119271
373,357,78,3.568588,1.373716,3.38008,4.232513,3.08873,2.927725
373,357,83,5.281503,1.731833,4.196934,4.71872,3.478589,2.828535
373,357,88,6.017037,1.252763,3.894893,5.042662,3.226997,2.435387
374,357,78,1.39096,0.1160037,1.135246,1.358885,0.3282417,-0.6436466
374,357,83,2.239366,-1.541779,0.9548069,2.09754,0.8320774,-1.714459
374,357,88,2.815238,-2.430418,0.6488944,2.258079,0.0780341,-1.409918
375,384,78,3.059697,-1.130103,1.276779,1.414057,0.2316319,0.4124061
375,384,83,3.763171,-0.4620355,1.884168,2.146152,1.071245,0.9326366
375,384,88,4.588906,-0.0070246,2.607649,3.01366,1.97099,1.344073
376,382,78,3.223084,-1.152013,1.485329,1.513144,0.3031358,-0.6493446
377,300,73,6.848163,2.509599,5.244252,4.393013,2.423319,4.003038
377,300,78,6.844772,2.580217,5.52803,4.381106,2.70026,4.147673
377,300,83,6.614053,2.251292,5.762892,4.597903,3.028867,2.848357
378,357,78,2.179054,-0.2218943,3.300359,2.700776,0.5572712,2.032459
378,357,83,3.936142,0.2492011,2.407559,2.669378,1.738629,1.539063
379,352,73,8.541707,3.913182,6.806972,6.7664,5.204169,4.933492
379,352,78,8.785948,4.081057,7.466303,7.046546,5.537722,5.828924
379,352,83,8.335152,3.822711,7.686794,7.329058,5.4753,4.641295
379,352,88,8.572793,3.644614,7.343809,7.322337,5.340488,5.292899
380,367,83,1.748518,-1.917323,-1.112957,-0.202382,-1.899748,-3.083946
381,284,78,4.335639,-0.2231435,2.757456,1.429409,-0.1770895,0.8970014
381,284,83,4.393283,-0.1053605,2.811374,1.741567,0.2907706,0.5565593
381,284,88,4.707237,0,2.914822,2.313834,0.9168703,1.248864
382,203,73,7.807362,4.29046,6.486751,4.713894,2.916972,4.198749
383,384,78,3.81158,-0.6812186,2.132841,1.207883,-0.4320448,0.1430013
384,384,73,5.245333,1.335001,4.144512,3.154116,1.481381,1.732117
384,384,78,5.808435,1.88707,4.635047,3.358192,1.87984,2.00651
385,356,88,3.183311,-0.1731636,1.021807,-0.4136872,-1.070039,-0.1714855
386,284,73,6.536399,2.098509,5.14686,4.532866,3.220943,2.597992
386,284,78,6.293428,1.591478,5.049119,4.787114,3.089551,2.974463
386,284,83,5.87335,0.6815805,5.095222,4.824774,3.011468,2.855991
386,284,88,5.958488,0.6951451,4.750188,4.903756,2.353076,2.462196
387,280,73,4.698467,-0.4588659,3.255708,2.272979,0.3480169,1.346428
387,280,78,4.605348,-0.4942963,3.072278,2.185084,0.2026061,1.402212
387,280,83,4.34567,-0.5762535,3.239855,2.237078,0.5938922,1.08873
387,280,88,4.576741,-0.4170318,3.330884,2.473702,0.9287729,1.117244
388,282,73,5.492424,0.8219801,4.60584,4.002296,2.536313,3.454977
388,282,78,6.347472,1.629241,5.061688,4.347854,2.927383,3.428144
388,282,83,6.383437,1.722767,5.527012,4.716315,3.175708,3.693624
388,282,88,6.586093,1.686399,5.440196,5.004597,3.452515,3.37138
389,283,83,2.890659,-1.609438,0.9962239,2.170198,0.8633977,-0.1691834
389,283,88,3.787974,-0.8347108,1.965178,2.871404,1.771261,1.54329
390,209,73,4.769157,0.2546422,4.364599,0.3304018,-1.517717,1.498271
391,384,88,5.57341,0.5068176,2.803537,4.460826,2.977352,2.325188
392,367,88,4.939152,0.5217655,3.481659,1.022009,-0.8853727,2.577885
393,275,78,5.942181,1.504077,3.963368,3.266178,1.729768,2.694829
394,357,73,3.051947,1.91986,4.007423,3.146412,1.825661,2.425703
394,357,78,3.903375,1.731656,3.923391,3.403928,1.616951,1.008611
394,357,83,5.393587,1.761987,4.206422,3.502246,2.260896,2.099833
394,357,88,6.260054,1.517323,4.086336,4.10399,2.440707,2.886799
395,382,78,1.977949,-2.631089,-0.8724881,0.9938951,-0.6514076,-1.297792
395,382,88,2.690654,-1.980502,0.3180999,2.067886,0.7018053,0.0249773
396,357,73,3.389674,2.564949,4.849118,5.147602,4.117594,4.368599
396,357,78,5.741361,3.663562,6.221928,6.134161,5.245176,5.518735
396,357,83,7.653252,4.29046,7.32704,7.133416,6.275467,6.05553
396,357,88,9.497499,4.799914,7.636988,8.153329,7.140738,7.297256
397,366,88,4.192995,-1.130103,1.31525,2.421704,1.702902,1.777883
398,357,88,5.576601,0.3597701,3.637944,3.899359,3.211389,2.629001
399,284,73,5.23358,1.199965,3.163788,2.548548,0.7960416,2.048573
400,357,78,2.544151,0.6830968,2.995434,2.969765,1.94591,2.65219
401,357,78,1.99633,-0.4124897,1.30348,2.47118,-0.2975668,1.237292
402,262,83,7.404205,2.718066,7.257618,3.542607,1.657317,4.478342
402,262,88,7.61808,2.775896,7.619309,3.625681,2.091924,5.749368
403,356,78,5.631957,1.186013,4.457415,3.40519,2.04356,2.299446
403,356,83,5.383886,1.046266,4.650116,3.709724,2.038104,1.532933
403,356,88,5.853909,1.252477,4.590402,3.751788,1.864717,2.306372
404,356,73,5.514826,0.9932518,3.171103,2.845767,1.64191,0.3361177
404,356,78,5.45782,1.006131,3.815742,3.395638,1.855273,1.875698
405,201,83,3.975414,-1.155183,1.389849,-0.2615547,-2.053899,-0.1667766
406,353,83,6.925415,2.602541,5.280007,3.947294,3.216578,3.089932
406,353,88,7.541857,3.016123,5.335319,5.043952,3.931939,4.075425
407,280,73,8.996974,3.908015,8.581114,7.376901,5.675496,6.916639
407,280,78,9.24162,3.979682,9.171856,7.577379,5.938742,7.380713
407,280,83,9.343981,3.998201,9.188313,7.822874,6.316137,6.525915
407,280,88,9.644828,4.016383,9.010117,8.104213,6.614583,7.552574
408,271,73,6.340376,1.352996,5.134601,1.75192,-0.2012182,3.017212
408,271,78,6.563452,1.481605,5.09716,2.056416,0.2534979,3.440083
409,382,78,2.550089,-1.703749,-0.830524,0.5047811,-0.2438483,-1.797747
409,382,83,3.247589,-1.452434,0.3348723,1.633528,0.4155379,-1.55789
410,356,73,7.906086,3.558201,6.646117,6.066209,3.377268,4.534359
410,356,78,8.467779,4.00915,7.114966,5.761938,4.075034,5.211035
410,356,83,8.220579,3.701697,7.376873,6.034326,4.274977,4.954494
411,335,73,4.47016,0.2546422,3.376494,0.2935148,-1.452476,1.514227
412,282,73,9.455705,4.774263,8.881689,8.10522,6.521078,7.479562
412,282,78,9.706711,4.883862,9.253128,8.285112,6.426807,6.971641
412,282,83,10.52688,5.070356,10.04242,8.406097,6.990822,7.891125
412,282,88,10.26178,4.948398,9.896588,8.749138,7.150228,8.267434
413,364,73,3.198084,-1.560648,0.9623594,-0.0477734,-1.611904,-1.123739
413,364,78,3.706451,-0.3667253,1.661492,0.6958076,-0.9667217,0.9537877
414,372,73,6.176556,0.7001228,3.175362,0.9013321,-2.074528,1.489357
415,356,73,4.920952,0.6590732,3.759872,2.889157,1.293444,1.539558
415,356,78,4.959604,0.8064759,3.942248,3.017503,1.106233,2.682452
415,356,83,4.885331,0.7428893,4.115732,3.020699,1.243237,1.770511
415,356,88,5.401745,0.7884574,4.054623,3.073804,1.473004,1.963542
416,364,73,4.740244,0.6931472,3.270616,2.56336,0.8212761,0.8276086
416,364,78,4.488226,0.5877866,2.938925,2.502175,0.5189888,-0.2287564
417,356,73,5.835299,1.774952,3.839959,3.393849,1.834353,2.325157
418,363,83,5.043041,0.6135627,3.109461,2.182483,0.3503557,0.4145791
418,363,88,4.841553,0.5265021,2.645567,2.160064,-0.0224729,0.4773935
419,357,78,1.78652,-0.5108256,1.030685,2.110942,0.7589656,0.7419373
419,357,83,4.283649,0.6931472,2.592883,3.19715,2.610863,1.882621
419,357,88,6.139775,1.061948,3.603662,4.619966,3.633331,2.741028
420,371,78,4.83824,0.5007753,3.359442,1.840217,-0.4046458,1.737319
421,369,78,2.033397,-1.714798,-0.0889128,0.4837914,-0.4524536,-1.265531
421,369,88,3.7522,-0.3119748,2.835385,1.124842,-0.20282,1.177157
422,357,88,4.96398,-0.0943106,2.728463,2.997721,2.282284,2.700891
423,283,88,4.290392,-0.2156715,2.209364,2.341834,1.152832,1.516751
424,371,78,6.743813,2.370244,5.648133,3.921657,2.284889,3.686414
424,371,83,6.371274,2.091864,5.751458,4.08339,2.436609,2.938855
424,371,88,6.634662,2.197225,5.407403,4.415739,2.986023,3.875609
425,342,73,4.489336,0,2.949389,1.665478,-0.7699112,1.778437
425,342,78,4.344427,-0.1684186,3.247304,1.403405,-0.6174012,0.9275702
425,342,83,4.045091,-0.375421,3.051907,1.328095,-0.6288899,0.1868889
425,342,88,4.258219,-0.2997546,2.702914,1.465081,-0.7175983,1.340006
426,386,73,8.954679,4.793308,8.567255,7.898908,6.414904,6.789737
426,386,78,9.227937,4.826713,8.811869,8.153619,6.45749,6.492844
426,386,83,9.258391,4.832306,9.16079,8.327865,6.732384,6.807243
426,386,88,9.711787,4.978801,9.029737,8.598145,7.010504,7.896819
427,371,73,8.228502,3.914699,6.998569,5.863883,4.310071,5.293965
427,371,83,7.984781,3.730669,7.125981,6.287528,4.753639,4.497637
427,371,88,8.139606,3.635795,6.878134,6.540195,4.767158,5.315197
428,371,73,5.715985,1.704748,3.99398,2.95436,1.499139,3.448529
428,371,78,6.106279,1.824549,4.52932,2.955797,1.085964,2.759348
428,371,83,6.429338,2.054124,4.963094,2.964679,1.406064,2.553142
428,371,88,7.153852,2.714695,5.375526,3.48138,2.146355,4.193861
429,284,73,6.182379,1.479101,4.571996,3.977574,2.518808,3.508318
429,284,78,6.508004,1.815964,4.948358,4.127803,1.700866,2.996031
429,284,83,6.559509,1.912796,5.452548,3.92346,1.968472,3.474787
429,284,88,7.060689,2.598607,5.482571,4.031374,2.635947,4.159278
430,381,73,4.577205,0.6032224,3.102258,2.777879,1.345447,0.7889084
430,381,78,4.681139,0.7466879,2.951094,2.941567,1.304782,1.187115
430,381,83,4.739562,0.348542,3.264765,3.055482,1.150487,1.899051
430,381,88,4.888862,0.423305,3.581761,3.073808,1.583203,2.144634
431,355,73,4.08434,-0.6931472,2.800725,1.687643,-0.222528,-0.184806
432,346,78,4.640563,0.5766134,2.84595,2.897791,1.750482,2.244829
432,346,83,5.162565,0.6418539,3.778974,3.471414,2.581511,1.902092
433,345,78,4.542151,0.3321773,3.778099,0.5337573,-1.260167,2.060418
433,345,83,4.334369,0.1354046,3.944432,0.4146764,-1.347679,1.295855
434,381,88,4.543895,0.3893357,3.489942,3.256674,1.66048,1.966541
435,367,73,4.099607,0.5306283,3.04912,1.701954,0.5673271,2.198327
435,367,78,4.365377,0.6678294,3.194644,2.215835,0.6682497,1.853963
435,367,83,3.675278,-0.4079682,2.967515,2.200233,-0.1970527,0.6290833
436,384,78,1.688914,-2.273026,-0.2650545,0.4894546,-0.7096764,-2.007468
436,384,83,2.08217,-2.002481,-0.0760662,1.095958,-0.0193079,-1.567599
437,382,78,3.467618,-0.8439701,1.734162,2.716537,0.7333132,-0.5462723
437,382,83,3.793643,-0.356675,2.731112,2.820773,1.573478,1.96847
437,382,88,4.182927,-0.4231201,2.654296,3.225104,1.429548,1.532002
438,369,88,4.383196,-0.1053605,3.197561,3.603369,2.199798,0.792605
439,279,78,3.981042,-0.1696028,2.403848,1.070083,-1.085583,1.217611
440,382,78,2.93177,-1.22078,0.1391128,0.7522044,-0.6234989,-1.039218
441,366,83,1.404021,-2.733368,0.9025652,0.0112859,-0.6080124,-1.737318
442,365,83,3.415616,-0.597837,2.584784,0.7692538,-0.6480598,-0.4706142
443,362,73,7.421253,3.301451,5.576851,4.108713,2.589651,4.057529
443,362,78,7.348179,3.112181,5.8574,4.654749,3.385723,3.837428
444,382,78,8.108257,3.848018,6.484856,5.7641,4.300959,4.924633
444,382,83,8.189211,3.912023,6.817887,6.146445,4.650258,5.191379
444,382,88,8.756096,4.259859,7.069354,6.630608,5.285188,5.434096
445,289,73,5.789335,0.6173455,5.140967,3.786059,1.988279,3.073864
446,345,73,6.336778,2.44902,5.376266,4.45028,2.592604,2.405983
446,345,78,7.505015,3.473828,5.875358,4.943704,3.897824,4.14517
446,345,83,7.490598,3.384458,6.034127,5.424815,3.670145,4.174466
446,345,88,7.892116,3.496235,6.11178,5.524065,3.679171,4.626345
447,384,88,2.345379,-1.973281,-0.114263,0.9695228,-0.6468907,-0.9241033
448,357,88,4.978827,-0.1473406,2.945872,3.645823,2.55494,1.506237
449,333,83,7.767405,1.931521,6.373662,4.72047,2.988281,4.098574
449,333,88,7.484489,2.116256,6.378767,4.958658,3.641646,5.568189
450,356,83,2.174016,-1.931022,0.9493102,-0.04412,-0.8112114,-0.9244624
450,356,88,2.975862,-1.52326,1.092759,0.882813,-0.5319818,-1.106425
451,358,78,6.698517,2.161943,4.894515,4.43837,3.169548,3.274833
452,283,88,6.786342,2.151762,5.784881,6.160217,4.885025,4.331424
453,394,83,3.208365,-0.8556661,1.898289,-0.173042,-1.373997,-0.3423899
453,394,88,4.143911,-0.4307829,2.082113,0.5398947,-0.5965204,0.9730167
454,201,73,8.658889,3.496508,7.137229,4.26264,2.33267,5.536523
454,201,78,8.813699,3.806663,7.41197,4.403736,2.883059,5.192783
454,201,83,8.355585,4.094345,6.509369,4.575558,3.213236,4.501989
455,367,73,1.805793,-1.244795,1.500487,1.57351,-0.222528,-1.289406
455,367,78,1.792546,-1.382302,1.342826,1.494987,-0.8761247,-0.9427573
455,367,83,2.711252,-1.343235,1.766868,1.042599,-1.766217,-1.038407
455,367,88,2.568137,-1.491655,1.950762,0.4993748,-1.979312,-1.41391
456,273,73,5.275061,0.2623642,3.479521,1.978821,0.2796449,2.202175
457,281,78,5.118285,-0.2876821,3.719452,2.681521,0.9950716,2.134431
457,281,83,5.152704,-0.1053605,4.656322,2.865269,1.246153,2.762556
458,355,73,5.804426,1.278152,3.982576,3.02123,1.371406,1.66541
458,355,78,5.675476,1.275363,3.669514,3.182591,1.880591,1.935407
458,355,83,5.453032,1.252763,3.997239,3.860262,2.440046,1.680693
459,286,73,7.70893,2.639057,6.848708,5.694898,3.983817,4.464938
459,286,78,7.618938,2.80336,6.888332,5.771543,3.731091,5.010337
459,286,83,7.474801,2.564949,6.996888,5.69742,3.791094,4.456533
459,286,88,7.828092,2.341806,6.738753,5.721271,4.036333,5.005016
460,369,83,4.147161,-0.1625189,2.779432,2.717963,2.020661,2.195528
460,369,88,4.827532,0.2029409,3.876396,4.360386,3.578488,3.465158
461,384,73,4.235643,0.0667236,3.24038,1.685705,-0.14842,0.6616386
462,357,88,5.735775,0.4605844,1.575201,3.103018,2.713831,1.446461
463,371,73,6.697044,2.401525,5.883025,4.213209,2.608148,3.56199
463,371,78,7.070324,2.656757,5.774927,4.434991,2.983527,3.735891
463,371,83,6.953861,2.572612,5.68682,4.836586,3.426594,3.401943
464,291,73,11.29399,4.919981,10.66034,7.562593,5.721684,8.62077
464,291,78,11.31145,4.867535,10.80406,7.712585,6.164177,8.740201
464,291,83,10.94351,5.049856,11.06617,8.145904,6.657244,8.88833
464,291,88,11.31908,4.61512,11.11161,8.282998,6.277333,8.659658
465,280,73,8.417892,3.902902,7.362973,6.25998,4.672575,5.69506
465,280,78,8.380998,3.825462,7.644989,6.417056,4.684799,5.67485
465,280,83,8.202786,3.417628,7.641777,6.579408,4.804122,5.174044
465,280,88,8.020445,3.192203,7.397223,6.716519,4.932797,5.20065
466,284,73,5.998523,1.098612,4.391719,1.869743,0.0339015,1.805723
466,284,78,6.062634,1.193922,4.261734,2.084761,0.3246935,2.765286
466,284,83,5.609049,0.8329091,4.212165,2.26825,0.4795195,1.859123
467,367,73,3.935651,0.972293,2.782158,3.306676,1.615332,2.302833
467,367,78,3.591453,0.2319051,1.968051,2.906773,-0.7096764,0.6968716
468,284,78,6.062634,1.193922,4.26478,1.998276,0.3246935,2.765286
468,284,83,5.609049,0.8329091,4.267155,2.23878,0.4795195,1.859123
469,367,78,6.427629,3.255748,5.582059,6.054599,4.408317,3.865932
470,345,78,6.598363,2.442347,4.654372,2.531257,2.499957,3.73
470,345,83,6.85373,2.480648,5.369246,4.421502,3.403258,2.850418
471,346,78,5.209125,0.9504989,3.940654,2.827188,1.028448,2.034608
471,346,83,5.097428,0.6344582,4.124193,2.87711,0.7631893,1.282684
471,346,88,5.303498,0.7021069,3.803089,2.661383,-0.4729064,2.608008
472,232,78,4.748002,1.20896,3.474651,1.213019,-0.5526727,0.7419373
472,232,83,5.39315,1.609438,3.461243,1.157429,-0.6654139,0.7305861
472,232,88,5.789788,1.931521,3.33276,1.187328,-0.4806885,1.385321
473,366,78,4.823859,0.6825917,3.012751,3.698267,2.542763,1.855365
474,209,78,5.326233,-0.1098148,3.194522,0.453641,-1.409513,1.468287
474,209,83,5.270004,0.0971267,3.554214,0.4931519,-1.419459,2.420029
475,356,78,4.173881,-0.0070246,3.011356,2.925494,0.9974929,-0.0568073
475,356,83,3.860749,-0.3396774,3.156329,2.773097,0.4753325,0.4534638
476,358,78,6.127109,1.648659,5.147112,3.935275,1.606154,1.94804
476,358,83,4.457489,0.4054651,4.014833,3.481178,0.2941292,0.7315655
476,358,88,5.363251,0.6286086,2.497873,2.922546,0.2477655,0.9730167
477,371,73,6.71494,2.672907,5.70921,3.904075,2.067362,4.376584
477,371,78,6.820753,2.636626,5.485694,3.932075,2.080875,3.59153
478,345,73,4.084311,-0.2704972,3.504745,0.6546316,-0.9501073,1.068383
478,345,83,3.65669,-0.7339692,3.479721,1.161716,-0.6163112,-0.5449727
479,371,88,5.916246,1.402906,3.967112,2.752165,1.376585,2.023941
480,280,78,6.607512,2.122262,5.220565,2.93015,1.236234,3.364977
480,280,83,6.471189,2.087162,5.5248,2.931991,0.9241339,3.043214
480,280,88,6.839447,2.125132,5.456705,3.644949,2.765924,3.95617
481,367,83,2.38463,-1.61445,1.269338,1.583715,0.099494,-0.4167184
482,357,88,3.851433,-0.8416472,2.153932,2.382868,1.287621,0.0585626
483,221,73,6.41538,2.525729,5.40413,3.712337,2.107972,3.97459
483,221,78,6.398335,2.593013,5.467064,3.94869,2.102934,3.16093
483,221,83,6.306128,2.412426,5.921608,4.032964,2.203454,2.516777
484,382,78,3.26916,-0.8675006,2.340082,1.052368,-0.7894414,0.0925928
485,356,73,7.050514,2.791165,5.136776,3.984798,2.259554,3.152291
485,356,78,6.886682,2.824351,5.393132,4.064864,2.341648,3.769634
486,291,78,7.366699,1.033184,6.581529,2.07922,0.5694037,4.285992
486,291,83,7.202559,0.9532011,7.037395,2.73749,1.756849,5.682139
487,382,78,3.823097,-0.6443571,0.9737144,2.467881,1.209694,-0.2807411
487,382,83,4.044135,-0.216913,3.061859,3.186825,1.828207,0.6699921
487,382,88,4.826647,0.0468836,3.613465,3.664749,2.45267,1.989286
488,301,73,8.797007,4.762174,8.11428,6.348856,4.716077,6.605976
488,301,78,8.759932,4.718499,8.205431,6.466929,4.671756,5.842462
488,301,83,8.207639,4.097672,7.694246,6.463209,4.366153,5.468184
489,382,78,5.421409,1.514028,3.900826,4.20107,2.639057,2.307944
489,382,83,5.142772,1.115142,3.924277,4.330959,2.211495,0.9860293
489,382,88,5.291026,0.9939922,3.659262,4.167414,2.298228,2.310144
490,381,73,5.672428,1.064711,4.086205,3.445073,1.394267,2.105465
490,381,78,6.06882,1.360977,4.157366,3.402569,1.630847,2.379546
491,289,83,1.066429,-3.772261,-1.076479,0.2028995,-2.010974,-3.30709
491,289,88,1.556923,-3.170086,-0.6777028,0.0760392,-2.029502,-2.207983
492,371,78,7.163125,2.014903,4.503319,3.769274,2.29485,2.947106
492,371,83,7.35211,2.424803,4.244943,3.833223,2.158878,3.074068
492,371,88,7.377398,2.484907,4.678151,4.01943,2.515044,3.458444
493,251,73,4.538563,0.6286086,2.790267,1.570928,0.1880523,2.106069
493,251,78,4.816353,0.8064759,2.988166,1.758081,0.1727127,1.451998
493,251,83,4.723686,0.5306283,3.243514,1.856323,-0.1308033,1.180922
493,251,88,5.067541,0.8981267,3.370611,1.950977,0.1268667,1.296006
494,295,73,7.244947,2.202765,6.598029,2.849917,0.7960416,4.855823
494,295,78,7.017659,2.098018,6.487954,2.605923,0.4586691,4.31705
495,356,83,2.563371,-1.820159,0.2764288,1.870755,0.5951337,0.1775629
496,205,73,5.582625,1.410011,4.32959,-1.108961,-2.915311,3.148783
497,382,73,4.093297,-0.1312483,2.261556,3.138375,1.816492,1.240278
497,382,78,4.797977,0.6259384,3.172379,3.68818,2.378027,1.853963
497,382,83,5.187063,0.9396166,4.297763,4.359935,3.010139,2.272744
497,382,88,5.367583,0.8754688,4.21207,4.768373,3.119616,2.724898
498,371,73,10.9263,6.161878,9.613757,8.953657,7.618239,8.212662
498,371,78,11.14149,6.227585,9.512362,9.228497,7.782951,8.241066
498,371,83,10.79563,5.940374,9.586737,9.425461,7.5856,7.7721
498,371,88,11.4225,5.883152,9.591864,9.525555,7.948356,8.444957
499,283,88,4.509217,-0.3438998,2.903472,2.884132,1.948804,1.319418
500,373,88,2.974371,-1.290984,1.770292,0.9634988,-1.580865,1.024255
501,382,73,5.934515,2.151762,4.721728,5.212309,3.328944,2.791941
501,382,78,6.402927,2.370244,4.71369,5.294884,3.713092,3.39556
501,382,83,6.31437,2.322388,5.054332,5.501667,3.943992,2.992676
501,382,88,6.244843,1.974081,4.804005,5.689148,3.5818,2.988557
502,362,73,5.318189,1.122329,3.901145,2.849252,1.776037,2.241712
502,362,78,5.330242,1.266666,4.094046,3.275661,1.307446,2.178814
502,362,83,5.171204,1.068153,4.262551,3.125211,0.8108053,1.44194
502,362,88,5.064708,0.7500001,3.648736,2.853273,0.6074525,1.569953
503,367,78,1.875124,-1.551169,0.4966964,-1.853182,-3.417727,-1.331128
504,384,83,4.59637,0.4054651,3.553486,2.094982,1.292305,3.059237
505,371,78,8.193809,3.586293,6.928348,4.559645,3.215263,4.962865
505,371,83,7.756987,3.288402,7.02294,4.876716,3.142026,4.166673
506,289,73,5.294693,0.7608059,3.953579,3.454351,2.032159,2.2744
506,289,78,5.7508,1.193922,4.245933,3.630044,1.812044,2.595366
